wissen ||| know
sinn ||| no sense at
sinn ||| sense
sinn ||| sense at
wir ||| , since we
wir ||| since we
wir ||| since we ca
wir ||| we
wir ||| we ca
kaufen ||| buy
kaufen ||| buy them
warum ||| why
warum ||| why do
sie ||| do they
werben sie ||| do they market
sie ||| they
werben sie ||| they market
werben ||| market
um uns , ||| to us
uns ||| us
wenn ||| if
nicht ||| ca n't
nicht kaufen ||| ca n't buy
nicht ||| n't
nicht kaufen ||| n't buy
nicht kaufen ||| n't buy them
kaufen ||| buy
kaufen ||| buy them
? ||| them ?
? ||| ?
antwort ||| answer
sie ||| that they
sie ||| that they expect
sie ||| they
sie ||| they expect
uns ||| expect us
uns ||| us
nächsten ||| doctors the next
nächsten ||| the next
nächsten ||| the next morning
nächsten ||| next
nächsten ||| next morning
erwarten ||| prescriptions to be
erwarten ||| to be
erwarten ||| to be changed
erwarten ||| be
erwarten ||| be changed
. ||| changed .
. ||| .
etwas ||| something
tiefgreifendes ||| as
tiefgreifendes ||| as dramatic
tiefgreifendes ||| as dramatic as
unsere ||| dramatic as our
unsere ||| as our
unsere identität ||| as our identity
unsere ||| our
unsere identität ||| our identity
unsere identität ||| our identity has
identität ||| identity
identität ||| identity has
nun ||| has now
nun ||| has now become
nun ||| now
nun ||| now become
nun eine ||| now become a
eine ||| become a
eine ||| become a matter
eine ||| a
eine ||| a matter
der ||| matter of
der wahl ||| matter of choice
der ||| of
der wahl ||| of choice
wahl ||| choice
folie ||| slide
zeigen ||| meant to
zeigen ||| meant to indicate
zeigen ||| to
zeigen ||| to indicate
. ||| indicate .
. ||| .
keine ||| do n't
erben keine ||| do n't inherit
keine ||| n't
erben keine ||| n't inherit
erben keine ||| n't inherit an
erben ||| inherit
erben ||| inherit an
identität ||| an identity
identität ||| an identity ;
identität ||| identity
identität ||| identity ;
identität ||| identity ; we
erfinden ||| ; we get
erfinden ||| we get
erfinden ||| we get to
erfinden ||| get
erfinden ||| get to
erfinden ||| get to invent
und ||| and
erfinden ||| get
oft ||| re-invent ourselves as
oft ||| ourselves as
oft ||| ourselves as often
oft ||| as
oft ||| as often
oft ||| as often as
wie ||| as we like
wie ||| we like
wie ||| like
morgen ||| and
dass ||| that
heißt ||| means
heißt ||| means that
jeden ||| that everyday
jeden ||| everyday
aufwachen ||| wake
aufwachen ||| wake up
aufwachen ||| wake up in
müssen ||| , you have
müssen ||| you have
müssen ||| have
für ||| to
entscheiden ||| decide
was ||| what
art ||| kind
eine art von ||| kind of
person ||| person
person ||| person you
möchten ||| you want
möchten ||| you want to
möchten ||| want
möchten ||| want to
sein möchten ||| want to be
sein ||| to be
sein ||| be
. ||| .
bezug ||| with
bezug ||| with respect
familie ||| family
gab ||| there
war ||| was
zeit ||| time
zeit ||| time when
dass ||| default assumption that
dass ||| assumption that
dass fast ||| assumption that almost
dass ||| that
dass fast ||| that almost
dass fast jeder ||| that almost everyone
fast ||| almost
fast jeder ||| almost everyone
jeder ||| everyone
hatte ||| had
hatte ||| had is
hatte ||| had is that
dann ||| , and then
dann ||| and then
dann ||| and then you
dann ||| then
dann ||| then you
dann ||| then you started
kinder ||| started having kids
kinder ||| having kids
kinder ||| having kids as
kinder ||| kids
kinder ||| kids as
kinder ||| kids as soon
die ||| the
die einzige ||| the only
einzige ||| only
wahl ||| choice
wahl war ||| choice was
war ||| was
wer ||| who
was ||| not what
was sie ||| not what you
was ||| what
was sie ||| what you
sie ||| you
taten ||| did
taten ||| did after
taten . ||| did after .
. ||| after .
. ||| .
heutzutage ||| nowadays
zu ||| ,
alles ||| everything
ist alles ||| everything is
ist alles ||| everything is very
ist ||| is
ist ||| is very
ist ||| is very much
einfach ||| very much up
einfach ||| much up
einfach ||| much up for
einfach ||| up
einfach ||| up for
einfach ||| up for grabs
haben . ||| for grabs .
haben . ||| grabs .
haben . ||| .
, ||| intelligent students ,
, ||| students ,
, und ||| students , and
, ||| ,
, und ||| , and
, und ||| , and i
und ||| and
und ||| and i
und ||| and i assign
20 ||| i assign 20
20 ||| assign 20
20 prozent ||| assign 20 percent
20 ||| 20
20 prozent ||| 20 percent
20 prozent weniger ||| 20 percent less
prozent ||| percent
prozent weniger ||| percent less
prozent weniger arbeit ||| percent less work
weniger ||| less
weniger arbeit ||| less work
weniger arbeit als ||| less work than
arbeit ||| work
arbeit als ||| work than
arbeit als ||| work than i
als ||| than
als ||| than i
früher ||| i used
früher ||| i used to
früher ||| used
früher ||| used to
, ||| smart ,
, ||| smart , and
, ||| ,
, ||| , and
, ||| , and it
es ||| it
es ist ||| it 's
es ist weil ||| it 's because
ist ||| 's
ist weil ||| 's because
weil ||| because
beschäftigt ||| preoccupied
`` ||| themselves , ``
`` ||| , ``
`` ||| ``
oder ||| or
oder nicht ||| or not
nicht ||| not
jetzt ||| get married now
jetzt ||| married now
jetzt ||| married now ?
jetzt ||| now
jetzt ||| now ?
heiraten ||| get married
später heiraten ||| get married later
heiraten ||| married
später heiraten ||| married later
später ||| later
haben ||| should i have
haben ||| i have
kinder haben ||| i have kids
haben ||| have
kinder haben ||| have kids
kinder haben ||| have kids first
kinder ||| kids
kinder ||| kids first
, ||| first ,
, oder ||| first , or
, ||| ,
, oder ||| , or
oder ||| or
karriere ||| career
karriere ||| career first
karriere ||| career first ?
'' ||| first ? ''
'' ||| ? ''
'' ||| ''
alles ||| all
die ||| of
die ||| of these
die sind ||| of these are
sind ||| these are
sind ||| are
einnehmende ||| consuming
einnehmende fragen ||| consuming questions
einnehmende fragen . ||| consuming questions .
fragen ||| questions
fragen . ||| questions .
. ||| .
sie werden ||| they
sie werden ||| they 're
kriegen ||| 're going
kriegen ||| going
diese ||| answer these
diese fragen ||| answer these questions
diese ||| these
diese fragen ||| these questions
fragen ||| questions
, ||| ,
, ob ||| , whether
, ob ||| , whether or
ob ||| whether
ob ||| whether or
bedeutet ||| it means
bedeutet ||| it means not
bedeutet ||| means
bedeutet ||| means not
bedeutet ||| means not doing
all ||| not doing all
all ||| doing all
all ||| all
ich ||| work i
ich ||| work i assign
ich ||| i
ich ||| i assign
ich ||| i assign and
davon ||| not getting a
davon ||| getting a
davon ||| a
gute ||| good
gute ||| good grade
in ||| grade in
in meinem ||| grade in my
in ||| in
in meinem ||| in my
in meinem ||| in my courses
meinem ||| my
meinem ||| my courses
und ||| and
und ||| and indeed
sie ||| indeed they
sollten sie ||| indeed they should
sie ||| they
sollten sie ||| they should
sollten ||| should
sind ||| these are
sind ||| are
fragen ||| questions
arbeit ||| work
wir ||| we
wir sind ||| we are
sind ||| are
mit ||| out , with
mit ||| , with
mit ||| with
ermöglicht ||| enables
uns ermöglicht ||| enables us
uns ||| us
zu ||| to
zu ||| to work
jede ||| work every
jede minute ||| work every minute
jede ||| every
jede minute ||| every minute
minute ||| minute
tag ||| every day
tag ||| every day from
tag ||| day
tag ||| day from
tag ||| day from any
planeten ||| the planet
planeten ||| the planet --
planeten ||| planet
planeten ||| planet --
planeten ||| planet -- except
gibt ||| there
eine ||| is
eine ||| is one
eine ecke ||| is one corner
ecke ||| one corner
ecke ||| corner
funktioniert ||| way
funktioniert ||| way ,
funktioniert ||| way , that
ich ||| , that i
ich ||| that i
ich ||| i
werde ||| 'm
werde ||| 'm not
werde ||| 'm not going
erzählen ||| tell anybody about
erzählen ||| anybody about
erzählen ||| anybody about ,
erzählen ||| about
erzählen ||| about ,
erzählen ||| about , where
werde ||| 'm
nicht ||| not
nicht ||| not telling
ihnen nicht ||| not telling you
ihnen ||| telling you
ihnen ||| you
erzählen ||| about
weil ||| because
weil ||| because i
will ||| i want
will ||| i want to
will ||| want
will ||| want to
benutzen will ||| want to use
benutzen ||| to use
benutzen ||| to use it
benutzen ||| use
benutzen ||| use it
also ||| so
also was ||| so what
was ||| what
bedeutet ||| means
unglaubliche ||| this incredible
unglaubliche freiheit ||| this incredible freedom
unglaubliche ||| incredible
unglaubliche freiheit ||| incredible freedom
freiheit ||| freedom
wahl ||| choice
haben ||| have
bezug ||| with
bezug ||| with respect
zu ||| respect to
zu ||| to
arbeit ||| work
arbeit ||| work ,
arbeit ||| work , is
entscheidungen ||| have to make
entscheidungen ||| to make
entscheidungen ||| to make a
entscheidungen ||| make
entscheidungen ||| make a
entscheidungen ||| make a decision
ob ||| , about whether
ob ||| about whether
ob ||| about whether we
ob ||| whether
ob ||| whether we
ob ||| whether we should
oder ||| we should or
oder ||| should or
oder ||| should or should
oder ||| or
oder ||| or should
oder nicht ||| or should n't
nicht ||| should n't
nicht ||| n't
treffen ||| be
können ||| can
können ||| can go
können ||| can go to
auf ||| cell phone on
auf ||| phone on
auf ||| phone on one
auf ||| on
auf ||| on one
anderen ||| on our other
anderen ||| our other
anderen ||| our other hip
anderen ||| other
anderen ||| other hip
anderen ||| other hip ,
. ||| our laps .
. ||| laps .
. ||| .
und ||| and
und ||| and even
wenn ||| even if
wenn sie ||| even if they
wenn ||| if
wenn sie ||| if they
sie ||| they
annehmen ||| 're
alle ||| all
jede ||| every
jede minute ||| every minute
jede minute ||| every minute that
minute ||| minute
minute ||| minute that
unserem ||| 're watching our
unserem ||| watching our
unserem kind ||| watching our kid
unserem ||| our
unserem kind ||| our kid
unserem kind ||| our kid mutilate
kind ||| kid
kind ||| kid mutilate
eines ||| mutilate a
eines ||| mutilate a soccer
eines ||| a
eines ||| a soccer
eines ||| a soccer game
`` ||| ourselves , ``
`` ||| , ``
`` sollte ||| , `` should
`` ||| ``
`` sollte ||| `` should
`` sollte ich ||| `` should i
sollte ||| should
sollte ich ||| should i
sollte ich ||| should i answer
ich ||| i
ich ||| i answer
ich ||| i answer this
? ||| phone call ?
? ||| call ?
? ||| ?
antworten ||| respond
diese ||| this
'' ||| letter ? ''
'' ||| ? ''
'' ||| ''
auch ||| even
auch wenn ||| even if
wenn ||| if
antwort ||| answer
antwort zu ||| answer to
antwort zu ||| answer to the
zu ||| to
zu ||| to the
frage ||| the question
frage ||| question
ist ||| is
`` ||| ``
`` nein ||| `` no
`` nein , ||| `` no ,
nein ||| no
nein , ||| no ,
nein , '' ||| no , ''
, ||| ,
, '' ||| , ''
'' ||| ''
erfahrung ||| make the experience
erfahrung ||| the experience
erfahrung ||| the experience of
erfahrung ||| experience
erfahrung ||| experience of
ihres ||| of your
ihres ||| of your kid
ihres ||| your
ihres ||| your kid
ihres ||| your kid 's
sehr ||| soccer game very
sehr ||| game very
sehr anders ||| game very different
sehr ||| very
sehr anders ||| very different
sehr anders als ||| very different than
anders ||| different
anders als ||| different than
anders als ||| different than it
als ||| than
als ||| than it
gewesen wäre ||| it would
gewesen wäre ||| it would 've
gewesen wäre ||| would
gewesen wäre ||| would 've
gewesen wäre ||| would 've been
. ||| 've been .
. ||| been .
. ||| .
wir ||| so everywhere we
wir ||| everywhere we
wir ||| everywhere we look
wir ||| we
wir ||| we look
kleine ||| small
kleine ||| small things
kleine ||| small things ,
leben ||| things , life
leben ||| , life
leben ||| life
ist eine frage ||| is a
ist eine frage ||| is a matter
eine ||| a
eine ||| a matter
wahl ||| choice
wahl . ||| choice .
. ||| .
und ||| and
welt ||| world
wir ||| we
wir ||| we used
sah ||| used to
sah ||| used to live
sah ||| to
sah ||| to live
in ||| live in
in ||| in
lebten ||| looked
lebten ||| looked like
so ||| like this
so aus . ||| like this .
so ||| this
so aus . ||| this .
aus . ||| .
damit ||| that
frage ||| is
will ich ||| to
will ich sagen ||| to say
sagen ||| say
gab ||| there
gab ||| there were
gab einige ||| there were some
einige ||| were some
einige wahlmöglichkeiten ||| were some choices
einige ||| some
einige wahlmöglichkeiten ||| some choices
einige wahlmöglichkeiten ||| some choices ,
wahlmöglichkeiten ||| choices
wahlmöglichkeiten ||| choices ,
aber ||| , but
aber nicht ||| , but not
aber ||| but
aber nicht ||| but not
aber nicht alles ||| but not everything
nicht ||| not
nicht alles ||| not everything
nicht alles war ||| not everything was
alles ||| everything
alles war ||| everything was
alles war eine ||| everything was a
war ||| was
war eine ||| was a
war eine ||| was a matter
eine ||| a
eine ||| a matter
der ||| matter of
der wahl ||| matter of choice
der ||| of
der wahl ||| of choice
wahl ||| choice
und ||| and
welt ||| world
wir ||| we
wir jetzt ||| we now
wir jetzt ||| we now live
jetzt ||| now
jetzt ||| now live
sieht ||| looks
sieht ||| looks like
sieht so ||| looks like this
so ||| like this
so aus . ||| like this .
so ||| this
so aus . ||| this .
aus . ||| .
und ||| and
frage ||| question
frage ist ||| question is
ist ||| is
ist , sind ||| is ,
ist , sind ||| is , is
, sind ||| ,
, sind ||| , is
, sind ||| , is this
gute ||| is this good
gute ||| this good
gute ||| good
nachrichten ||| news
nachrichten ||| news ,
oder ||| , or
oder schlechte ||| , or bad
oder ||| or
oder schlechte ||| or bad
oder schlechte ||| or bad news
schlechte ||| bad
schlechte ||| bad news
? ||| news ?
? ||| ?
`` ||| and
die ||| the
die antwort ||| the answer
die antwort ist ||| the answer is
antwort ||| answer
antwort ist ||| answer is
ist ||| is
ja ||| yes
ja '' . ||| yes .
'' . ||| .
wir ||| we
wir wissen alle ||| we all know
alle ||| all
wissen alle ||| all know
wissen ||| know
gut ||| good
darüber ||| about
, ||| ,
, also ||| , so
also ||| so
also werde ich ||| so i 'm
ich ||| i
werde ich ||| i 'm
werde ich ||| i 'm going
werde ||| 'm
werde ||| 'm going
werde ||| 'm going to
schlecht ||| what 's bad
schlecht ||| 's bad
schlecht ||| 's bad about
schlecht ||| bad
schlecht ||| bad about
schlecht ||| bad about it
. ||| about it .
. ||| it .
. ||| .
all ||| all
all ||| all of
all diese ||| all of this
diese ||| of this
diese auswahlmöglichkeiten ||| of this choice
diese ||| this
diese auswahlmöglichkeiten ||| this choice
diese auswahlmöglichkeiten ||| this choice has
auswahlmöglichkeiten ||| choice
auswahlmöglichkeiten ||| choice has
, ||| ,
, ||| , two
negative ||| two negative
negative ||| two negative effects
negative ||| negative
negative ||| negative effects
auf ||| effects on
auf menschen ||| effects on people
auf ||| on
auf menschen ||| on people
menschen ||| people
effekt ||| one effect
effekt ||| effect
dass ||| that
dass ||| that it
dass ||| that it produces
. ||| than liberation .
. ||| liberation .
. ||| .
mit ||| with
wählen ||| choose
aus ||| from
menschen ||| people
es ||| it
sehr ||| very
sehr ||| very difficult
sehr ||| very difficult to
überhaupt ||| choose at all
überhaupt ||| at all
überhaupt ||| all
ich werde ||| i
ich werde ||| i 'll
ich werde ||| i 'll give
ihnen ||| 'll give you
ihnen ||| give you
ihnen ||| give you one
